idx,audio_path,emotion,full_transcription,text_segments,audio_duration,audio_sequence_length,frames_per_text_segment,num_text_segments
1069,hidden_state_1069.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
1070,hidden_state_1070.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
1071,hidden_state_1071.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1072,hidden_state_1072.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1073,hidden_state_1073.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
1074,hidden_state_1074.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
1075,hidden_state_1075.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1076,hidden_state_1076.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1077,hidden_state_1077.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1078,hidden_state_1078.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
1079,hidden_state_1079.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1080,hidden_state_1080.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1081,hidden_state_1081.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1082,hidden_state_1082.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1083,hidden_state_1083.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1084,hidden_state_1084.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
1085,hidden_state_1085.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1086,hidden_state_1086.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1087,hidden_state_1087.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1088,hidden_state_1088.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1089,hidden_state_1089.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1090,hidden_state_1090.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1091,hidden_state_1091.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1092,hidden_state_1092.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1093,hidden_state_1093.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
1094,hidden_state_1094.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1095,hidden_state_1095.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
1096,hidden_state_1096.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
1097,hidden_state_1097.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1098,hidden_state_1098.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1099,hidden_state_1099.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1100,hidden_state_1100.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1101,hidden_state_1101.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1102,hidden_state_1102.pt,fear,This is a fear emotion sample,"[""fear segment 1"", ""fear segment 2"", ""fear segment 3"", ""fear segment 4"", ""fear segment 5"", ""fear segment 6"", ""fear segment 7""]",3.0,399,57,7
1103,hidden_state_1103.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1104,hidden_state_1104.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
1105,hidden_state_1105.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1106,hidden_state_1106.pt,fear,This is a fear emotion sample,"[""fear segment 1"", ""fear segment 2"", ""fear segment 3"", ""fear segment 4"", ""fear segment 5"", ""fear segment 6"", ""fear segment 7""]",3.0,399,57,7
1107,hidden_state_1107.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1108,hidden_state_1108.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1109,hidden_state_1109.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1110,hidden_state_1110.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1111,hidden_state_1111.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1112,hidden_state_1112.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1113,hidden_state_1113.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1114,hidden_state_1114.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1115,hidden_state_1115.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1116,hidden_state_1116.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1117,hidden_state_1117.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1118,hidden_state_1118.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1119,hidden_state_1119.pt,disgust,This is a disgust emotion sample,"[""disgust segment 1"", ""disgust segment 2"", ""disgust segment 3"", ""disgust segment 4"", ""disgust segment 5"", ""disgust segment 6"", ""disgust segment 7""]",3.0,399,57,7
1120,hidden_state_1120.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1121,hidden_state_1121.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1122,hidden_state_1122.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
1123,hidden_state_1123.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
1124,hidden_state_1124.pt,fear,This is a fear emotion sample,"[""fear segment 1"", ""fear segment 2"", ""fear segment 3"", ""fear segment 4"", ""fear segment 5"", ""fear segment 6"", ""fear segment 7""]",3.0,399,57,7
1125,hidden_state_1125.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1126,hidden_state_1126.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1127,hidden_state_1127.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1128,hidden_state_1128.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1129,hidden_state_1129.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1130,hidden_state_1130.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1131,hidden_state_1131.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1132,hidden_state_1132.pt,disgust,This is a disgust emotion sample,"[""disgust segment 1"", ""disgust segment 2"", ""disgust segment 3"", ""disgust segment 4"", ""disgust segment 5"", ""disgust segment 6"", ""disgust segment 7""]",3.0,399,57,7
1133,hidden_state_1133.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1134,hidden_state_1134.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1135,hidden_state_1135.pt,disgust,This is a disgust emotion sample,"[""disgust segment 1"", ""disgust segment 2"", ""disgust segment 3"", ""disgust segment 4"", ""disgust segment 5"", ""disgust segment 6"", ""disgust segment 7""]",3.0,399,57,7
1136,hidden_state_1136.pt,disgust,This is a disgust emotion sample,"[""disgust segment 1"", ""disgust segment 2"", ""disgust segment 3"", ""disgust segment 4"", ""disgust segment 5"", ""disgust segment 6"", ""disgust segment 7""]",3.0,399,57,7
1137,hidden_state_1137.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1138,hidden_state_1138.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1139,hidden_state_1139.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
1140,hidden_state_1140.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1141,hidden_state_1141.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1142,hidden_state_1142.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1143,hidden_state_1143.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1144,hidden_state_1144.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1145,hidden_state_1145.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1146,hidden_state_1146.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1147,hidden_state_1147.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1148,hidden_state_1148.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1149,hidden_state_1149.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1150,hidden_state_1150.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1151,hidden_state_1151.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
1152,hidden_state_1152.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1153,hidden_state_1153.pt,disgust,This is a disgust emotion sample,"[""disgust segment 1"", ""disgust segment 2"", ""disgust segment 3"", ""disgust segment 4"", ""disgust segment 5"", ""disgust segment 6"", ""disgust segment 7""]",3.0,399,57,7
1154,hidden_state_1154.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
1155,hidden_state_1155.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1156,hidden_state_1156.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1157,hidden_state_1157.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
1158,hidden_state_1158.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
1159,hidden_state_1159.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1160,hidden_state_1160.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1161,hidden_state_1161.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1162,hidden_state_1162.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1163,hidden_state_1163.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1164,hidden_state_1164.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1165,hidden_state_1165.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1166,hidden_state_1166.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1167,hidden_state_1167.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1168,hidden_state_1168.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1169,hidden_state_1169.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
1170,hidden_state_1170.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1171,hidden_state_1171.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1172,hidden_state_1172.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1173,hidden_state_1173.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1174,hidden_state_1174.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
1175,hidden_state_1175.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1176,hidden_state_1176.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1177,hidden_state_1177.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1178,hidden_state_1178.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1179,hidden_state_1179.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
1180,hidden_state_1180.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1181,hidden_state_1181.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1182,hidden_state_1182.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
1183,hidden_state_1183.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
1184,hidden_state_1184.pt,fear,This is a fear emotion sample,"[""fear segment 1"", ""fear segment 2"", ""fear segment 3"", ""fear segment 4"", ""fear segment 5"", ""fear segment 6"", ""fear segment 7""]",3.0,399,57,7
1185,hidden_state_1185.pt,fear,This is a fear emotion sample,"[""fear segment 1"", ""fear segment 2"", ""fear segment 3"", ""fear segment 4"", ""fear segment 5"", ""fear segment 6"", ""fear segment 7""]",3.0,399,57,7
1186,hidden_state_1186.pt,disgust,This is a disgust emotion sample,"[""disgust segment 1"", ""disgust segment 2"", ""disgust segment 3"", ""disgust segment 4"", ""disgust segment 5"", ""disgust segment 6"", ""disgust segment 7""]",3.0,399,57,7
